,id,name,name_no_accent,min_price_domain
10838,33741,"250 m² 3 phòng ngủ, 4 phòng tắm riêng ở Quận Tây Hồ (Tuna Homestay)","250 m2 3 phong ngu, 4 phong tam rieng o quan tay ho (tuna homestay)",320000
10839,33743,Căn Hộ Dịch Vụ Bayhomes Imperia Garden (Bayhomes Imperia Garden Serviced Apartment),can ho dich vu bayhomes imperia garden (bayhomes imperia garden serviced apartment),1818182
10840,33744,Holo Fairy House Hanoi - Homestay,holo fairy house hanoi - homestay,368182
10841,33745,Advisor Travel Homestay,advisor travel homestay,209169
10842,33747,Quán Thư - A Letter Home (A Letter Home - Homestay),quan thu - a letter home (a letter home - homestay),-1
10843,33748,Chezlinhlinh House,chezlinhlinh house,635417
10844,33749,"Chung cư 30 m² 1 phòng ngủ, 0 phòng tắm riêng ở Quận Hoàn Kiếm (Green Mosaic - the garden house 02)","chung cu 30 m2 1 phong ngu, 0 phong tam rieng o quan hoan kiem (green mosaic - the garden house 02)",-1
10845,33750,Sunsight House,sunsight house,416500
10846,33753,ARL Trinh Cong Son No.1,arl trinh cong son no.1,720000
10847,33754,Old Quarter Studio,old quarter studio,559091
10848,33755,Hanoi Beoganic Hostel,hanoi beoganic hostel,368000
10849,33757,Chung cư studio 25 m² có 1 phòng tắm riêng ở Quận Hoàn Kiếm (KTLodge Hong Ha (#42) - Cozy & Comfy Room for 2),chung cu studio 25 m2 co 1 phong tam rieng o quan hoan kiem (ktlodge hong ha (#42) - cozy & comfy room for 2),1000481
10850,33758,"Chung cư 15 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hai Bà Trưng (The Lover Cosmos/1BR/1 min to Lake/Art Design)","chung cu 15 m2 1 phong ngu, 1 phong tam rieng o quan hai ba trung (the lover cosmos/1br/1 min to lake/art design)",481000
10851,33759,"Chung cư 63 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Cầu Giấy (MONACO BUILDING 901)","chung cu 63 m2 1 phong ngu, 1 phong tam rieng o quan cau giay (monaco building 901)",519481
10852,33760,Vitawell House 3,vitawell house 3,405194
10853,33761,Rose Garden,rose garden,2570150
10854,33762,14DT Homie1991,14dt homie1991,650000
10855,33763,Khách sạn Zephyr Suites Boutique (Zephyr Suites Boutique Hotel),khach san zephyr suites boutique (zephyr suites boutique hotel),1287968
10856,33766,Centre Logi,centre logi,760765
10857,33767,B&B Today Hanoi,b&b today hanoi,-1
10858,33768,New apartment Tay Ho view west lake ( 2 bed),new apartment tay ho view west lake ( 2 bed),1090909
10859,33769,TU House Hanoi,tu house hanoi,328696
10860,33770,Chez Tram Homestay,chez tram homestay,-1
10861,33771,Lily Hotel,lily hotel,682517
10862,33773,Chung cư studio 25 m² có 1 phòng tắm riêng ở Quận Đống Đa (#MonsteraHouse 6 Temple of Literature 1 bed for 2),chung cu studio 25 m2 co 1 phong tam rieng o quan dong da (#monsterahouse 6 temple of literature 1 bed for 2),336700
10863,33775,"Chung cư 79 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Hà Đông (VISTAY006#Apartment 2BR at ECO GREEN#Comfortable)","chung cu 79 m2 2 phong ngu, 2 phong tam rieng o quan ha dong (vistay006#apartment 2br at eco green#comfortable)",-1
10864,33776,Joyce Homestay & Cafe,joyce homestay & cafe,346320
10865,33778,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Tây Hồ (Greeny House - Studio with lake view L3)","chung cu 80 m2 2 phong ngu, 2 phong tam rieng o quan tay ho (greeny house - studio with lake view l3)",-1
10866,33779,Alaya 1 Apartment,alaya 1 apartment,424242
10867,33780,Le desir Hanoien,le desir hanoien,2566049
10868,33781,A la Maison Hang Bong - Central Place in HaNoi,a la maison hang bong - central place in hanoi,301491
10869,33782,RedDoorz near Lotte Center Hanoi,reddoorz near lotte center hanoi,645000
10870,33784,Lullaby Apartment West Lake,lullaby apartment west lake,375000
10871,33785,"Chung cư 115 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Cầu Giấy (Hanah Hometel Vinhomes Gardenia @2br)","chung cu 115 m2 2 phong ngu, 2 phong tam rieng o quan cau giay (hanah hometel vinhomes gardenia @2br)",-1
10872,33786,Hidden Gem,hidden gem,1386491
10873,33787,Hotel Venus ThanhNam,hotel venus thanhnam,277056
10874,33788,Chi nhánh Kim Mã 2 - Khách Sạn Azumaya (Kim Ma 2 Branch - Azumaya Hotel),chi nhanh kim ma 2 - khach san azumaya (kim ma 2 branch - azumaya hotel),1426286
10875,33789,Neko's House,neko's house,-1
10876,33790,Beautiful APT in the Heart of Hanoi 2,beautiful apt in the heart of hanoi 2,315000
10877,33791,The MARCH House No.2 * 2 Bedrooms * Park Premium * Times City,the march house no.2 * 2 bedrooms * park premium * times city,1450000
10878,33792,Tre House Homestay,tre house homestay,462165
10879,33794,Vu Linh Hotel,vu linh hotel,570000
10880,33795,"Chung cư 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Ba Đình (Unique Apt| Fully Furnished| Central Hanoi)","chung cu 55 m2 1 phong ngu, 1 phong tam rieng o quan ba dinh (unique apt| fully furnished| central hanoi)",-1
10881,33797,Comfy and Cozy HomeSTAY nearby Hanoi Opera House,comfy and cozy homestay nearby hanoi opera house,45455
10882,33799,Deluxe Room,deluxe room,391739
10883,33800,Hanoi Ancient Town Hotel,hanoi ancient town hotel,420273
10884,33802,TQT 2 Hotel,tqt 2 hotel,563478
10885,33803,Hanoi Luxury Guest House,hanoi luxury guest house,290909
10886,33807,Discovery I Hotel,discovery i hotel,200000
10887,33809,Hotel Thu Giang,hotel thu giang,375652
10888,33811,Cloudy Heaven #1: Tropical dream in old quarter!,cloudy heaven #1: tropical dream in old quarter!,-1
10889,33812,ARL Truc Bach No.1,arl truc bach no.1,-1
10890,33813,Ha My Homestay,ha my homestay,346320
10891,33814,The MARCH House No.3 * 2 Bedrooms * Park Hill Premium * Timescity,the march house no.3 * 2 bedrooms * park hill premium * timescity,1409091
10892,33815,Time City Apartment,time city apartment,1818182
10893,33817,Newsky Serviced Apartment,newsky serviced apartment,552500
10894,33821,TRUC BACH APARTMENT,truc bach apartment,1090909
10895,33822,Stay Malate Apartment,stay malate apartment,660000
10896,33824,Lily Hometel Imperia Garden,lily hometel imperia garden,1090909
10897,33825,Au Coeur d'Hanoi Apartment,au coeur d'hanoi apartment,753896
10898,33826,Park Hill Apartment 2306,park hill apartment 2306,1385714
10899,33827,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phố Cổ (Lavoite homestay-8 min walk to Hoan Kiem lake-PR2)","chung cu 35 m2 1 phong ngu, 1 phong tam rieng o pho co (lavoite homestay-8 min walk to hoan kiem lake-pr2)",404040
10900,33828,Timescity Tophouse 1,timescity tophouse 1,1450000
10901,33829,Nata homestay - ceramic house in Hanoi,nata homestay - ceramic house in hanoi,93810
10902,33831,Homie - Central Cozy Studio back to 1980s,homie - central cozy studio back to 1980s,895258
10903,33832,"Spacious, Lovely APT in Old Quarter DT5","spacious, lovely apt in old quarter dt5",-1
10904,33833,"Chung cư 120 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận Cầu Giấy (Thang Long Number One Luxury Apartment)","chung cu 120 m2 3 phong ngu, 2 phong tam rieng o quan cau giay (thang long number one luxury apartment)",2116402
10905,33834,Chung cư studio 25 m² có 1 phòng tắm riêng ở Quận Hoàn Kiếm (KTLodge Hong Ha (#52) - Cozy & Comfy Room for 2),chung cu studio 25 m2 co 1 phong tam rieng o quan hoan kiem (ktlodge hong ha (#52) - cozy & comfy room for 2),999999
10906,33835,Khách sạn Oriental Hà Nội (Hanoi Oriental Hotel),khach san oriental ha noi (hanoi oriental hotel),342000
10907,33836,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Trung Hòa Nhân Chính (VipHome02#Modern Class Apt 2BR#Imperia#Garden View)","chung cu 80 m2 2 phong ngu, 2 phong tam rieng o trung hoa nhan chinh (viphome02#modern class apt 2br#imperia#garden view)",1433381
10908,33837,DinhHouse Homestay,dinhhouse homestay,865801
10909,33838,Co Ba 1945s Homestay,co ba 1945s homestay,281318
10910,33839,Custom Lawn Service secretary Apartment,custom lawn service secretary apartment,600000
10911,33844,Hanoi Family Homestay,hanoi family homestay,281318
10912,33845,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hai Bà Trưng (Cozy APT, Near Lake&Park w Balcony near Center 51)","chung cu 40 m2 1 phong ngu, 1 phong tam rieng o quan hai ba trung (cozy apt, near lake&park w balcony near center 51)",-1
10913,33847,Deluxe Studio - Unique Serviced Apartment ,deluxe studio - unique serviced apartment ,517500
10914,33848,Spring Cottage Hanoi,spring cottage hanoi,599999
10915,33849,"Nhà mặt đất 50 m² 2 phòng ngủ, 2 phòng tắm riêng ở Phố Cổ (Lavoite homestay-8 min walk to Hoan Kiem lake)","nha mat dat 50 m2 2 phong ngu, 2 phong tam rieng o pho co (lavoite homestay-8 min walk to hoan kiem lake)",432900
10916,33850,Alaya 8 Apartment,alaya 8 apartment,450000
10917,33851,Azumaya Hai Ba Trung 1,azumaya hai ba trung 1,1090807
10918,33852,Vinhomes Times City Park Hill,vinhomes times city park hill,904232
10919,33853,Limotrans Viet Hotel,limotrans viet hotel,813810
10920,33854,3m Westlake Apartments - Lake View Studio,3m westlake apartments - lake view studio,1090909
10921,33857,Poonsa Duy Tan Apartment,poonsa duy tan apartment,486364
10922,33858,Chung cư studio 25 m² có 1 phòng tắm riêng ở Quận Hoàn Kiếm (KTLodge Hong Ha (#32) - Cozy & Comfy Room for 2),chung cu studio 25 m2 co 1 phong tam rieng o quan hoan kiem (ktlodge hong ha (#32) - cozy & comfy room for 2),999999
10923,33860,Nha N&T,nha n&t,-1
10924,33861,The Lover - Quang Trung,the lover - quang trung,504348
10925,33862,27 Đuong Tran Duy Hung Apartment,27 duong tran duy hung apartment,585000
10926,33866,Homie1991 16HM5,homie1991 16hm5,540000
10927,33867,Homie1991 16HM4,homie1991 16hm4,540000
10928,33868,Luxury Imperia Apartment,luxury imperia apartment,1290000
10929,33869,"Chung cư 40 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (TRULY Antique Hanoi homestay)","chung cu 40 m2 2 phong ngu, 1 phong tam rieng o quan hoan kiem (truly antique hanoi homestay)",-1
10930,33870,Sazi Kim Ma Thuong building,sazi kim ma thuong building,592776
10931,33871,Khai Homestay,khai homestay,727273
10932,33873,Hanoi Crocus Homestay,hanoi crocus homestay,400876
10933,33874,Imperia Garden 3 BR Thanh Xuan,imperia garden 3 br thanh xuan,1880805
10934,33876,Viet Airport Hotel,viet airport hotel,401480
10935,33877,Hanoi Elpis Central Hotel,hanoi elpis central hotel,390000
10936,33878,Classic Room in Old Quarter,classic room in old quarter,545455
10937,33882,Hi-Home1 Apartment Cityview Imperia,hi-home1 apartment cityview imperia,1090909
10938,33883,"Chung cư 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Ba Đình (COZY STUDIO IN THE HEART OF HANOI)","chung cu 30 m2 1 phong ngu, 1 phong tam rieng o quan ba dinh (cozy studio in the heart of hanoi)",346320
10939,33885,Milo's Home,milo's home,323100
10940,33886,Goldmark City For Travelers,goldmark city for travelers,-1
10941,33887,Aloha Hanoi Homestay,aloha hanoi homestay,678877
10942,33888,Vinhomes Metropolis QMP,vinhomes metropolis qmp,1527148
10943,33889,BLUE PRIVATE ROOM 100m to Hanoi Train Station,blue private room 100m to hanoi train station,1000000
10944,33890,Thien Huong Hotel,thien huong hotel,2650000
10945,33891,Chloe & Leo Boutique Homestay,chloe & leo boutique homestay,-1
10946,33892,Sazi Homestay,sazi homestay,346320
10947,33893,Tuna Homestay,tuna homestay,320000
10948,33894,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (HayNest-PERFECT FOR YOUR GROUP-HOME IN OLD QUARTER)","chung cu 40 m2 1 phong ngu, 1 phong tam rieng o quan hoan kiem (haynest-perfect for your group-home in old quarter)",729565
10949,33895,Hanoi Park Hill Premium Deluxe Condo,hanoi park hill premium deluxe condo,1350000
10950,33896,Helena’s house,helena's house,-1
10951,33897,"Chung cư 25 m² 1 phòng ngủ, 0 phòng tắm riêng ở Quận Ba Đình (LALA APARTMENT - BIG FAN OF FOOTBALL MATCH)","chung cu 25 m2 1 phong ngu, 0 phong tam rieng o quan ba dinh (lala apartment - big fan of football match)",721501
10952,33898,Shared room in Mipec Riverside,shared room in mipec riverside,1360172
10953,33899,☆LOVELY☆ Balcony APT in the old quarter☆ 31,lovely balcony apt in the old quarter 31,-1
10954,33900,"Nhà mặt đất 41 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phố Cổ (NATA Homestay Ceramic house - private)","nha mat dat 41 m2 1 phong ngu, 1 phong tam rieng o pho co (nata homestay ceramic house - private)",-1
10955,33901,Adapt Apartment To Ngoc Van,adapt apartment to ngoc van,1249399
10956,33906,"Chung cư 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Trung Hòa Nhân Chính (CY's HOMECITY - NEAR BY KEANGNAM)","chung cu 75 m2 2 phong ngu, 2 phong tam rieng o trung hoa nhan chinh (cy's homecity - near by keangnam)",-1
10957,33907,Granda Serviced Apartment 2,granda serviced apartment 2,712500
10958,33909,Lacaito - The Funkie,lacaito - the funkie,-1
10959,33912,LAN HOSTEL,lan hostel,-1
10960,33914,Khach Sạn Sao (Sao Hotel),khach san sao (sao hotel),543478
10961,33915,Phuong's Stay Luxury Mipec Riverside,phuong's stay luxury mipec riverside,1014224
10962,33916,Chung cư studio 133 m² có 2 phòng tắm riêng ở Sân vận động quốc gia Mỹ Đình (Two-Bedroom Apartment Pool View),chung cu studio 133 m2 co 2 phong tam rieng o san van dong quoc gia my dinh (two-bedroom apartment pool view),-1
10963,33919,Modern STUDIO in HEART of HANOI 41,modern studio in heart of hanoi 41,315000
10964,33920,chez tram homestay - deluxe queen studio#401,chez tram homestay - deluxe queen studio#401,-1
10965,33922,THL Building Westlake,thl building westlake,116883
10966,33923,"Nhà mặt đất 28 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (Hanoi Little House | Meadow Room)","nha mat dat 28 m2 1 phong ngu, 1 phong tam rieng o quan hoan kiem (hanoi little house | meadow room)",-1
10967,33924,Trungtam Hoi nghi Quoc te,trungtam hoi nghi quoc te,-1
10968,33928,Hanoi Amazing Home,hanoi amazing home,451666
10969,33929,"Nhà mặt đất 25 m² 3 phòng ngủ, 4 phòng tắm riêng ở Quận Hoàn Kiếm (LA AVA HOMESTAY)","nha mat dat 25 m2 3 phong ngu, 4 phong tam rieng o quan hoan kiem (la ava homestay)",695000
10970,33930,"Chung cư 60 m² 3 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (Bonhomie - 3BR Apt - 5 mins to Hoan Kiem Lake)","chung cu 60 m2 3 phong ngu, 1 phong tam rieng o quan hoan kiem (bonhomie - 3br apt - 5 mins to hoan kiem lake)",999999
10971,33931,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm (Modern STUDIO in HEART of HANOI 41)","chung cu 35 m2 1 phong ngu, 1 phong tam rieng o quan hoan kiem (modern studio in heart of hanoi 41)",-1
10972,33932,"Chung cư 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Chợ Đồng Xuân (UINQUE Railway View Apartment - SPACIOUS & PRIVATE)","chung cu 25 m2 1 phong ngu, 1 phong tam rieng o cho dong xuan (uinque railway view apartment - spacious & private)",1443001
10973,33933,"Chung cư 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Cầu Giấy (Ngoc Huyen hotel)","chung cu 20 m2 1 phong ngu, 1 phong tam rieng o quan cau giay (ngoc huyen hotel)",280000
10974,33934,Kumquat Luxury Apartment,kumquat luxury apartment,1249399
10975,33936,"Nhà mặt đất 30 m² 1 phòng ngủ, 2 phòng tắm riêng ở Quận Ba Đình (Capsule Hanoi Penthouse)","nha mat dat 30 m2 1 phong ngu, 2 phong tam rieng o quan ba dinh (capsule hanoi penthouse)",-1
10976,33938,Bonhomie,bonhomie,540000
10977,33939,"Chung cư 127 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận Hai Bà Trưng (Mova Homestay)","chung cu 127 m2 3 phong ngu, 2 phong tam rieng o quan hai ba trung (mova homestay)",-1
10978,33940,"Nhà mặt đất 30 m² 4 phòng ngủ, 4 phòng tắm riêng ở Quận Hoàn Kiếm (Deluxe House on Walking Street - 0' to Sword Lake)","nha mat dat 30 m2 4 phong ngu, 4 phong tam rieng o quan hoan kiem (deluxe house on walking street - 0' to sword lake)",-1
10979,33941,NEWLIFE APARTMENT HANOI 2,newlife apartment hanoi 2,763636
10980,33942,Homie1991 | Elegant and Comfy Apt 2T - Old Quarter,homie1991 | elegant and comfy apt 2t - old quarter,650000
10981,33943,Hanoi Apartment Luxury For Rent - Vincom Royal City 3,hanoi apartment luxury for rent - vincom royal city 3,-1
10982,33944,Studio inside Old Quarter,studio inside old quarter,1300000
10983,33945,A Rich Stay. Balcony. Modern Apartment 17/123 - HQV,a rich stay. balcony. modern apartment 17/123 - hqv,905000
10984,33946,Chung cư studio 25 m² có 1 phòng tắm riêng ở Quận Đống Đa (#MonsteraHouse 4 Temple of Literature 1 bed for 2),chung cu studio 25 m2 co 1 phong tam rieng o quan dong da (#monsterahouse 4 temple of literature 1 bed for 2),336700
10985,33947,Chung cư studio 25 m² có 1 phòng tắm riêng ở Quận Đống Đa (#MonsteraHouse 5 Temple of Literature 1 bed for 2),chung cu studio 25 m2 co 1 phong tam rieng o quan dong da (#monsterahouse 5 temple of literature 1 bed for 2),336700
10986,33948,"Chung cư 110 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận Long Biên (3 BEDROOMS WITH SPLENDID RED RIVER VIEW )","chung cu 110 m2 3 phong ngu, 2 phong tam rieng o quan long bien (3 bedrooms with splendid red river view )",-1
10987,33950,5B Phan Huy Chu,5b phan huy chu,770000
10988,33952,"Nhà mặt đất 75 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Tây Hồ (Scandinavian Duplex House in West Lake)","nha mat dat 75 m2 1 phong ngu, 1 phong tam rieng o quan tay ho (scandinavian duplex house in west lake)",1105173
10989,33955,Nhà mặt đất studio 40 m² có 1 phòng tắm riêng ở Quận Hoàn Kiếm (A Vietnam Home Old Quarter 2min to the SwordLake),nha mat dat studio 40 m2 co 1 phong tam rieng o quan hoan kiem (a vietnam home old quarter 2min to the swordlake),-1
10990,33957,"Chung cư 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận Hai Bà Trưng (GB HOUSE charming condos for luxury lifestyle)","chung cu 100 m2 2 phong ngu, 2 phong tam rieng o quan hai ba trung (gb house charming condos for luxury lifestyle)",-1
10991,33958,"Chung cư 76 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàng Mai (Garden of paradise)","chung cu 76 m2 1 phong ngu, 1 phong tam rieng o quan hoang mai (garden of paradise)",-1
